523028	18336	1
523028	38914	1
523028	10859	1
523028	341	1
523028	1180	1
523028	39697	0
523028	43786	0
523028	7112	0
523028	8467	0
523028	172	0
565327	8955	1
565327	8468	0
213139	531	1
213139	838	1
213139	73995	0
213139	32552	0
325490	1056	1
325490	531	1
325490	29030	0
325490	4510	0
67679	1571	1
67679	6525	1
67679	173	1
67679	6484	0
67679	4019	0
67679	8955	0
389943	1481	1
389943	973	1
389943	2172	0
389943	301309	0
45477	1216	1
45477	1217	1
45477	12374	0
45477	597	0
478771	2331	1
478771	597	0
254392	26203	1
254392	53468	1
254392	4955	0
254392	403	0
204454	6637	1
204454	4510	0
372968	103	1
372968	53419	0
507920	5174	1
507920	8467	0
352470	18336	1
352470	655	0
326300	12900	1
326300	4510	1
326300	53706	0
326300	26203	0
54122	793	1
54122	10571	1
54122	53770	0
54122	39697	0
183085	14250	1
183085	2738	0
326591	12900	1
326591	4510	1
326591	2341	0
326591	3841	0
151846	53419	1
151846	4773	0
243517	65	1
243517	174	0
190036	1570	1
190036	4301	1
190036	838	1
190036	53468	0
190036	65	0
190036	4510	0
219928	3553	1
219928	1570	1
219928	59166	1
219928	46641	0
219928	26203	0
219928	2712	0
405695	65	1
405695	531	1
405695	1481	1
405695	25	1
405695	1217	0
405695	13349	0
405695	320	0
405695	597	0
576937	6484	1
576937	46206	0
582941	67290	1
582941	173	1
582941	55887	0
582941	32552	0
330184	25	1
330184	53770	1
330184	8401	0
330184	341	0
433117	16211	1
433117	8302	0
250383	1571	1
250383	435	0
219731	320	1
219731	1481	1
219731	341	1
219731	20273	0
219731	14429	0
219731	25	0
250055	65	1
250055	25	1
250055	1120	0
250055	12867	0
123100	80	1
123100	1056	1
123100	1571	1
123100	5117	0
123100	301309	0
123100	2331	0
512590	46641	1
512590	5116	0
35999	1120	1
35999	3468	1
35999	173	1
35999	1056	0
35999	6184	0
35999	94956	0
527268	8401	1
527268	6874	0
132682	4301	1
132682	879	1
132682	597	0
132682	174	0
229326	370	1
229326	63962	0
42033	41635	1
42033	879	1
42033	2738	1
42033	1682	1
42033	341	1
42033	3468	0
42033	57757	0
42033	6184	0
42033	896	0
42033	38914	0
398970	10859	1
398970	14429	0
46772	320	1
46772	1481	1
46772	46641	1
46772	172	0
46772	4301	0
46772	57757	0
239109	43786	1
239109	25491	1
239109	53706	0
239109	468	0
37976	3841	1
37976	6874	1
37976	67290	0
37976	39697	0
169843	53706	1
169843	6525	0
15989	173	1
15989	2712	0
367963	2738	1
367963	531	1
367963	53770	1
367963	896	0
367963	8468	0
367963	3841	0
210844	2331	1
210844	174	0
384491	251	1
384491	12900	1
384491	2712	0
384491	597	0
487231	567	1
487231	2738	0
228626	46641	1
228626	174	1
228626	655	1
228626	2331	0
228626	193340	0
228626	1056	0
425268	14429	1
425268	1216	0
388676	1120	1
388676	4773	1
388676	6444	0
388676	42135	0
294690	18336	1
294690	4955	0
118258	58348	1
118258	17261	0
282428	793	1
282428	228055	0
552359	342	1
552359	8955	0
76365	1570	1
76365	8401	0
356654	1481	1
356654	174	1
356654	1230	1
356654	63599	1
356654	91059	0
356654	1704	0
356654	1571	0
356654	17261	0
197405	655	1
197405	55887	0
130024	3468	1
130024	174	0
49950	25491	1
49950	1180	1
49950	7112	0
49950	3608	0
575806	468	1
575806	4955	0
101119	1120	1
101119	42135	0
460197	1120	1
460197	107048	1
460197	3468	1
460197	32552	0
460197	2712	0
460197	6444	0
292089	6184	1
292089	320	0
589762	531	1
589762	94956	1
589762	17261	0
589762	10571	0
187251	40	1
187251	1180	1
187251	838	1
